volunteer_id,skill,preferred_task,location,available_time,language,transport,task_history,rating_reliability,name
727,Rescue,Food,Ahmedabad,3hr pm,English,,43,3.45,Sneha Verma
728,Education,Medical,Vadodara,6hr am,Gujarati,Bike,5,4.09,Isha Mehta
729,Water,Medical,Rajkot,5hr pm,Hindi,Bike,31,2.57,Arjun Sharma
730,Water,Education,Navsari,7hr pm,Gujarati,Car,45,2.9,Sneha Singh
731,Water,Food,Rajkot,5hr am,English,Bike,33,3.53,Rohit Mehta
732,Rescue,Rescue,Ahmedabad,8hr pm,English,Bike,21,3.69,Rahul Verma
733,Medical,Rescue,Rajkot,2hr pm,Hindi,Bike,37,4.55,Arjun Verma
734,Medical,Rescue,Rajkot,8hr am,Hindi,Car,36,2.71,Neha Patel
735,Medical,Medical,Rajkot,3hr am,English,Car,50,4.89,Rohit Mehta
736,Rescue,Food,Surat,3hr pm,Hindi,Bike,27,4.51,Anjali Kumar
737,Medical,Water,Vadodara,4hr am,English,Bike,31,4.68,Pooja Reddy
738,Education,Food,Vadodara,1hr am,English,Car,50,3.92,Amit Verma
739,Water,Water,Vadodara,6hr am,English,,41,3.68,Priya Kumar
740,Education,Food,Vadodara,1hr am,Hindi,Car,39,2.96,Rohit Nair
741,Food,Education,Navsari,6hr pm,Gujarati,Car,42,3.07,Neha Gupta
742,Food,Medical,Ahmedabad,1hr pm,English,Bike,16,4.04,Karan Nair
743,Medical,Education,Rajkot,6hr am,Gujarati,,40,4.94,Priya Mehta
744,Food,Medical,Surat,5hr pm,Hindi,,45,2.86,Pooja Verma
745,Water,Medical,Navsari,2hr pm,English,,26,3.57,Anjali Singh
746,Food,Food,Rajkot,5hr am,Gujarati,Bike,4,3.4,Isha Sharma
747,Education,Education,Rajkot,4hr pm,Gujarati,,20,4.86,Priya Reddy
748,Water,Education,Rajkot,1hr am,Hindi,Bike,11,3.74,Amit Singh
749,Rescue,Education,Vadodara,4hr pm,Hindi,Bike,13,4.74,Karan Kumar
750,Food,Rescue,Surat,7hr am,Gujarati,Bike,16,4.82,Anjali Gupta
751,Education,Education,Ahmedabad,6hr am,Hindi,Bike,25,3.42,Priya Kumar
752,Education,Food,Rajkot,7hr pm,Hindi,Car,27,4.63,Pooja Kumar
753,Education,Rescue,Surat,6hr am,Hindi,Car,4,2.98,Rahul Singh
754,Education,Food,Surat,3hr pm,English,,25,3.64,Rahul Nair
755,Education,Water,Rajkot,8hr pm,Hindi,Bike,4,2.8,Sneha Patel
756,Food,Rescue,Navsari,7hr pm,Gujarati,Car,4,4.96,Neha Patel
757,Water,Rescue,Ahmedabad,8hr am,Hindi,,36,2.54,Anjali Patel
758,Food,Medical,Ahmedabad,6hr pm,Gujarati,,25,2.94,Amit Gupta
759,Food,Food,Navsari,4hr pm,Hindi,Car,34,4.08,Amit Kumar
760,Rescue,Water,Vadodara,2hr pm,English,Car,13,3.23,Amit Singh
761,Rescue,Rescue,Surat,1hr pm,English,Bike,0,3.36,Priya Kumar
762,Education,Medical,Rajkot,7hr am,Gujarati,Car,49,4.98,Amit Joshi
763,Education,Food,Rajkot,7hr am,Hindi,Bike,9,2.99,Isha Joshi
764,Water,Food,Navsari,3hr am,Gujarati,,15,3.97,Amit Verma
765,Rescue,Food,Surat,7hr pm,English,Bike,36,4.6,Priya Mehta
766,Rescue,Education,Navsari,8hr pm,Gujarati,,44,4.08,Vikram Verma
767,Food,Water,Ahmedabad,4hr pm,Hindi,,26,4.3,Karan Verma
768,Rescue,Water,Vadodara,8hr pm,Hindi,Bike,32,4.17,Isha Nair
769,Food,Education,Vadodara,1hr am,Hindi,,29,3.16,Pooja Reddy
770,Rescue,Education,Surat,3hr am,Gujarati,,38,3.94,Rohit Gupta
771,Education,Food,Navsari,5hr am,English,Bike,36,4.34,Pooja Patel
772,Water,Water,Surat,1hr pm,Hindi,Bike,3,3.58,Neha Gupta
773,Water,Food,Rajkot,8hr pm,Gujarati,Bike,37,4.09,Sneha Sharma
774,Rescue,Education,Surat,3hr pm,Gujarati,Car,6,4.04,Vikram Verma
775,Water,Education,Vadodara,7hr am,English,Car,33,2.98,Rahul Mehta
776,Medical,Education,Rajkot,1hr am,English,Car,25,4.44,Anjali Kumar
777,Water,Medical,Vadodara,3hr am,English,Bike,18,4.74,Arjun Patel
778,Water,Medical,Navsari,6hr pm,Gujarati,Bike,43,4.48,Pooja Patel
779,Medical,Rescue,Vadodara,8hr am,Gujarati,,8,2.89,Anjali Nair
780,Water,Medical,Rajkot,8hr am,English,Bike,2,4.36,Neha Joshi
781,Water,Food,Surat,6hr am,English,Bike,46,3.17,Karan Mehta
782,Water,Food,Rajkot,2hr am,English,Car,15,3.0,Rohit Singh
783,Rescue,Food,Surat,6hr pm,English,,15,3.59,Sneha Nair
784,Rescue,Medical,Ahmedabad,7hr pm,Gujarati,Bike,3,4.97,Vikram Sharma
785,Water,Rescue,Surat,7hr pm,English,Bike,27,4.91,Anjali Sharma
786,Medical,Rescue,Rajkot,1hr am,Hindi,Bike,31,3.33,Neha Patel
787,Rescue,Rescue,Rajkot,8hr pm,Hindi,Bike,5,3.48,Vikram Sharma
788,Education,Medical,Ahmedabad,1hr pm,Hindi,,30,4.19,Sneha Kumar
789,Water,Food,Rajkot,4hr pm,English,Car,45,4.83,Pooja Singh
790,Food,Medical,Ahmedabad,6hr am,Hindi,,45,3.89,Arjun Mehta
791,Education,Rescue,Navsari,6hr pm,Hindi,Bike,12,3.81,Vikram Gupta
792,Rescue,Water,Ahmedabad,4hr am,Hindi,Bike,50,4.43,Sneha Mehta
793,Water,Rescue,Surat,6hr am,English,Bike,6,3.52,Vikram Singh
794,Food,Rescue,Navsari,7hr pm,Gujarati,,39,3.38,Vikram Joshi
795,Water,Rescue,Navsari,3hr pm,English,Car,38,3.84,Rohit Kumar
796,Food,Food,Vadodara,5hr am,English,Car,28,4.17,Amit Singh
797,Medical,Water,Vadodara,8hr pm,Hindi,Car,8,4.17,Rohit Mehta
798,Food,Water,Navsari,8hr pm,Gujarati,Bike,9,4.13,Rahul Mehta
799,Rescue,Food,Navsari,1hr pm,Hindi,,41,2.78,Pooja Verma
800,Water,Food,Navsari,3hr am,Hindi,,13,4.19,Isha Patel
801,Water,Food,Navsari,6hr pm,Hindi,Bike,22,2.71,Neha Sharma
802,Rescue,Food,Ahmedabad,1hr am,Gujarati,Bike,30,3.17,Pooja Kumar
803,Medical,Medical,Surat,1hr am,Hindi,Bike,23,4.39,Rohit Mehta
804,Rescue,Medical,Vadodara,8hr am,Hindi,Bike,38,4.18,Arjun Verma
805,Medical,Medical,Rajkot,7hr am,Hindi,Bike,18,4.81,Arjun Nair
806,Education,Education,Surat,1hr am,Hindi,Bike,32,4.99,Neha Patel
807,Food,Water,Surat,8hr pm,Hindi,Bike,0,4.61,Priya Gupta
808,Medical,Medical,Navsari,1hr pm,Gujarati,Bike,42,3.34,Karan Gupta
809,Water,Medical,Surat,2hr pm,English,Car,31,3.5,Amit Singh
810,Water,Food,Navsari,4hr am,English,Car,36,4.51,Sneha Mehta
811,Education,Medical,Surat,5hr am,English,Car,17,3.61,Anjali Mehta
812,Water,Water,Surat,5hr pm,English,Bike,4,4.62,Vikram Sharma
813,Rescue,Medical,Rajkot,1hr pm,Gujarati,Bike,7,4.41,Karan Kumar
814,Food,Education,Navsari,6hr am,English,Car,19,4.85,Priya Reddy
815,Rescue,Water,Vadodara,5hr pm,Hindi,Bike,9,4.93,Priya Patel
816,Water,Education,Rajkot,1hr am,Gujarati,Bike,32,3.89,Isha Nair
817,Food,Water,Vadodara,2hr am,Hindi,Car,9,2.9,Rahul Joshi
818,Rescue,Medical,Navsari,6hr am,Gujarati,Car,30,3.76,Rahul Kumar
819,Rescue,Rescue,Rajkot,7hr pm,Gujarati,Bike,6,4.19,Isha Patel
820,Rescue,Education,Vadodara,1hr pm,Gujarati,Car,43,2.87,Karan Reddy
821,Food,Education,Ahmedabad,5hr pm,English,,12,2.64,Priya Joshi
822,Water,Rescue,Surat,2hr am,Hindi,Car,7,2.68,Isha Sharma
823,Education,Rescue,Surat,1hr pm,Hindi,Bike,17,4.91,Neha Singh
824,Education,Education,Navsari,1hr am,Hindi,,14,4.47,Rohit Joshi
825,Medical,Medical,Navsari,3hr am,Hindi,Bike,30,2.89,Amit Joshi
826,Food,Education,Ahmedabad,5hr am,Hindi,,47,4.08,Priya Joshi
827,Education,Medical,Navsari,1hr pm,Hindi,,37,3.27,Amit Kumar
828,Food,Rescue,Rajkot,5hr pm,Hindi,Bike,27,3.77,Neha Mehta
829,Medical,Rescue,Navsari,4hr am,English,Car,10,3.63,Sneha Kumar
830,Medical,Medical,Surat,7hr am,English,Bike,23,3.89,Isha Gupta
831,Education,Education,Surat,3hr am,Gujarati,Bike,28,4.86,Arjun Gupta
832,Medical,Water,Navsari,2hr am,English,Bike,1,3.58,Priya Singh
833,Medical,Water,Vadodara,4hr am,English,Car,17,4.75,Sneha Reddy
834,Water,Education,Rajkot,8hr pm,Gujarati,Bike,29,3.56,Sneha Joshi
835,Rescue,Food,Vadodara,7hr pm,Gujarati,Car,39,4.33,Karan Singh
836,Rescue,Water,Ahmedabad,4hr pm,English,Bike,24,3.19,Isha Kumar
837,Food,Water,Navsari,2hr pm,Gujarati,,28,3.66,Rohit Verma
838,Water,Education,Ahmedabad,4hr am,Hindi,,4,3.62,Vikram Reddy
839,Food,Rescue,Surat,8hr am,Hindi,Bike,27,4.1,Rohit Nair
840,Medical,Food,Ahmedabad,3hr pm,Hindi,Car,6,4.52,Priya Patel
841,Education,Water,Rajkot,1hr pm,Gujarati,Car,40,3.76,Sneha Kumar
842,Rescue,Education,Rajkot,8hr am,Hindi,Bike,31,3.56,Isha Gupta
843,Education,Food,Ahmedabad,1hr am,Hindi,,7,2.65,Arjun Mehta
844,Water,Food,Navsari,4hr am,English,Bike,21,2.78,Priya Nair
845,Water,Rescue,Vadodara,4hr pm,English,,1,4.48,Vikram Gupta
846,Rescue,Rescue,Rajkot,6hr am,Hindi,Bike,23,3.82,Priya Sharma
847,Rescue,Medical,Surat,2hr am,English,Bike,3,4.52,Rohit Mehta
848,Medical,Water,Ahmedabad,2hr am,Hindi,Bike,1,4.44,Rohit Reddy
849,Food,Rescue,Surat,4hr am,Hindi,,43,3.18,Pooja Nair
850,Medical,Food,Surat,7hr am,Gujarati,,42,3.76,Pooja Singh
851,Education,Medical,Surat,1hr pm,Gujarati,Car,25,3.21,Arjun Sharma
852,Water,Food,Surat,3hr pm,Gujarati,,28,2.64,Vikram Verma
853,Education,Education,Ahmedabad,8hr pm,Gujarati,,15,2.94,Priya Verma
854,Education,Food,Surat,5hr pm,Hindi,,50,3.52,Amit Patel
855,Food,Water,Navsari,2hr am,English,Car,1,4.5,Sneha Nair
856,Food,Water,Rajkot,3hr am,English,,26,3.45,Rahul Sharma
857,Food,Food,Navsari,1hr pm,Gujarati,,10,4.5,Karan Mehta
858,Medical,Water,Rajkot,1hr am,Hindi,Car,46,3.44,Arjun Sharma
859,Medical,Water,Surat,1hr am,English,Bike,44,2.68,Amit Joshi
860,Rescue,Rescue,Vadodara,7hr am,Hindi,Bike,40,2.69,Sneha Nair
861,Medical,Water,Rajkot,8hr am,Hindi,Bike,15,4.34,Priya Gupta
862,Water,Food,Ahmedabad,5hr am,English,Car,12,4.91,Amit Singh
863,Rescue,Food,Vadodara,3hr pm,English,,40,3.8,Rohit Nair
864,Education,Food,Rajkot,8hr pm,Gujarati,Car,5,4.28,Amit Patel
865,Education,Water,Rajkot,5hr am,Gujarati,,9,3.5,Sneha Kumar
866,Education,Rescue,Rajkot,3hr am,English,,22,2.63,Neha Mehta
867,Medical,Food,Ahmedabad,7hr pm,Hindi,Bike,43,3.51,Priya Patel
868,Education,Education,Rajkot,6hr am,English,Bike,26,3.19,Priya Kumar
869,Education,Medical,Navsari,6hr am,Hindi,Bike,12,2.51,Rohit Nair
870,Education,Water,Navsari,5hr pm,English,Car,46,2.89,Priya Reddy
871,Medical,Education,Ahmedabad,3hr am,English,Bike,26,3.41,Pooja Nair
872,Food,Food,Rajkot,5hr pm,Gujarati,,34,2.71,Karan Gupta
873,Rescue,Food,Vadodara,3hr am,English,Car,34,2.65,Priya Singh
874,Rescue,Medical,Vadodara,6hr pm,Hindi,Bike,20,2.7,Sneha Verma
875,Rescue,Medical,Navsari,6hr am,English,Car,27,4.31,Vikram Nair
876,Education,Rescue,Navsari,5hr am,Gujarati,Bike,40,3.36,Pooja Patel
877,Rescue,Education,Surat,8hr am,Hindi,,22,3.53,Neha Singh
878,Water,Rescue,Navsari,5hr pm,English,Bike,36,4.26,Amit Sharma
879,Rescue,Medical,Navsari,1hr am,Hindi,,37,3.49,Isha Kumar
880,Medical,Rescue,Ahmedabad,2hr pm,Hindi,Bike,40,4.46,Priya Sharma
881,Medical,Water,Rajkot,8hr pm,English,,11,4.23,Vikram Kumar
882,Food,Medical,Ahmedabad,4hr am,Gujarati,Car,49,3.49,Isha Verma
883,Food,Water,Vadodara,6hr pm,Hindi,Car,48,3.63,Priya Reddy
884,Education,Food,Navsari,8hr pm,Gujarati,Bike,5,3.32,Arjun Reddy
885,Education,Rescue,Navsari,1hr am,Gujarati,,47,4.64,Isha Sharma
886,Education,Food,Vadodara,8hr pm,Hindi,Car,0,4.83,Karan Gupta
887,Medical,Rescue,Vadodara,7hr am,Hindi,Bike,23,3.94,Sneha Mehta
888,Rescue,Food,Rajkot,3hr am,Gujarati,Bike,18,4.93,Anjali Mehta
889,Education,Education,Surat,5hr am,English,Car,1,4.0,Rohit Verma
890,Rescue,Medical,Navsari,1hr pm,Hindi,Car,49,4.82,Karan Nair
891,Water,Rescue,Rajkot,1hr pm,Gujarati,Bike,23,4.2,Anjali Reddy
892,Rescue,Food,Surat,5hr pm,Hindi,,27,3.94,Isha Joshi
893,Education,Rescue,Surat,6hr am,English,Car,19,2.82,Isha Gupta
894,Food,Education,Navsari,7hr am,Hindi,Car,11,4.58,Anjali Joshi
895,Medical,Medical,Navsari,4hr am,Hindi,Car,9,4.65,Sneha Sharma
896,Education,Rescue,Navsari,1hr pm,Gujarati,Bike,50,3.34,Neha Sharma
897,Education,Water,Vadodara,5hr am,Gujarati,,41,2.76,Rahul Mehta
898,Medical,Food,Navsari,4hr am,English,Bike,20,4.76,Neha Patel
899,Rescue,Education,Ahmedabad,1hr pm,Hindi,,37,3.53,Vikram Mehta
900,Rescue,Rescue,Navsari,6hr pm,English,,50,2.87,Priya Sharma
901,Water,Rescue,Vadodara,2hr am,Hindi,,11,3.12,Karan Reddy
902,Medical,Food,Navsari,1hr am,English,,33,3.98,Sneha Mehta
903,Medical,Rescue,Ahmedabad,3hr pm,Hindi,,38,2.89,Neha Kumar
904,Water,Rescue,Navsari,6hr pm,Hindi,Car,26,4.79,Anjali Patel
905,Education,Medical,Surat,1hr pm,Hindi,Bike,2,2.64,Vikram Nair
906,Food,Rescue,Surat,6hr am,Gujarati,Bike,24,4.01,Amit Patel
907,Rescue,Education,Ahmedabad,7hr am,Hindi,,12,4.28,Anjali Patel
908,Medical,Food,Navsari,5hr pm,Hindi,,25,4.34,Priya Patel
909,Medical,Food,Surat,3hr pm,English,Bike,50,4.87,Sneha Verma
910,Water,Education,Rajkot,8hr pm,Gujarati,Car,14,4.01,Arjun Sharma
911,Education,Education,Navsari,1hr pm,English,,48,4.63,Priya Patel
912,Water,Water,Ahmedabad,1hr pm,Hindi,Bike,34,4.3,Amit Gupta
913,Medical,Food,Rajkot,2hr am,Hindi,Bike,20,3.69,Priya Patel
914,Education,Education,Vadodara,5hr am,English,Bike,22,4.42,Anjali Patel
915,Water,Food,Vadodara,3hr pm,Hindi,,12,2.77,Rohit Singh
916,Rescue,Rescue,Rajkot,5hr am,Gujarati,Car,10,3.1,Rahul Gupta
917,Food,Food,Vadodara,7hr pm,English,Car,23,3.36,Rohit Verma
918,Food,Medical,Navsari,2hr pm,Hindi,,26,4.47,Karan Verma
919,Rescue,Education,Surat,3hr am,Gujarati,Car,3,4.3,Neha Mehta
920,Education,Rescue,Vadodara,5hr pm,Hindi,Bike,20,2.53,Priya Patel
921,Food,Medical,Surat,1hr pm,Gujarati,Car,39,4.77,Amit Patel
922,Food,Education,Rajkot,2hr pm,English,Bike,1,3.28,Rohit Patel
923,Water,Food,Rajkot,7hr pm,Gujarati,Bike,45,4.43,Isha Sharma
924,Education,Rescue,Ahmedabad,8hr pm,Hindi,,14,3.57,Arjun Joshi
925,Education,Education,Navsari,3hr pm,English,,16,4.38,Neha Kumar
926,Rescue,Rescue,Rajkot,3hr pm,Gujarati,Car,27,4.25,Vikram Sharma
927,Education,Food,Rajkot,4hr am,Hindi,Bike,26,4.01,Neha Patel
928,Education,Water,Rajkot,7hr am,Hindi,,46,2.6,Karan Nair
929,Food,Water,Vadodara,7hr pm,Hindi,,46,3.4,Anjali Mehta
930,Medical,Rescue,Rajkot,4hr pm,English,Bike,9,4.22,Pooja Patel
931,Education,Water,Rajkot,5hr pm,English,Bike,21,2.82,Rohit Patel
932,Education,Water,Surat,7hr pm,Gujarati,,28,2.78,Sneha Reddy
933,Medical,Rescue,Rajkot,2hr pm,Hindi,Car,42,3.45,Sneha Gupta
934,Education,Rescue,Ahmedabad,1hr am,Hindi,Car,17,3.86,Isha Verma
935,Water,Food,Navsari,1hr pm,Hindi,,11,3.74,Karan Nair
936,Education,Rescue,Ahmedabad,2hr am,Gujarati,Bike,44,4.26,Rahul Verma
937,Education,Rescue,Navsari,1hr am,Gujarati,Car,12,2.78,Rahul Sharma
938,Food,Water,Navsari,3hr pm,Hindi,Bike,12,3.13,Neha Joshi
939,Education,Rescue,Navsari,2hr pm,Hindi,Car,50,4.88,Amit Nair
940,Rescue,Food,Ahmedabad,4hr pm,Gujarati,Bike,37,4.75,Rohit Patel
941,Food,Medical,Navsari,1hr am,English,Car,3,3.67,Neha Mehta
942,Rescue,Medical,Rajkot,4hr pm,English,Car,24,4.32,Neha Kumar
943,Medical,Education,Navsari,6hr am,Gujarati,,15,4.37,Karan Gupta
944,Rescue,Water,Vadodara,7hr pm,Gujarati,Car,50,4.29,Neha Singh
945,Education,Food,Ahmedabad,4hr am,Gujarati,Bike,47,3.82,Sneha Singh
946,Food,Education,Rajkot,4hr pm,English,,23,4.17,Amit Patel
947,Education,Education,Navsari,7hr pm,Gujarati,,13,3.9,Anjali Verma
948,Medical,Food,Rajkot,4hr pm,Hindi,Car,47,3.09,Priya Mehta
949,Food,Food,Ahmedabad,7hr am,Hindi,Bike,14,4.63,Rohit Joshi
950,Rescue,Food,Surat,5hr am,English,Car,17,4.16,Sneha Kumar
951,Education,Food,Rajkot,1hr am,Hindi,Car,16,3.98,Amit Nair
952,Water,Food,Ahmedabad,7hr pm,English,,33,4.44,Amit Patel
953,Education,Rescue,Vadodara,3hr pm,English,Bike,29,4.64,Pooja Nair
954,Food,Rescue,Vadodara,4hr pm,Gujarati,Bike,43,4.34,Pooja Kumar
955,Water,Rescue,Vadodara,6hr am,English,Bike,32,3.01,Pooja Gupta
956,Education,Education,Ahmedabad,7hr pm,English,Car,26,3.07,Neha Mehta
957,Rescue,Medical,Vadodara,3hr pm,Gujarati,Car,14,3.89,Rahul Reddy
958,Water,Food,Rajkot,1hr am,Hindi,Car,20,4.92,Karan Reddy
959,Rescue,Rescue,Vadodara,6hr am,English,,46,3.39,Anjali Gupta
960,Water,Food,Vadodara,3hr am,Gujarati,Bike,30,4.87,Karan Nair
961,Medical,Medical,Ahmedabad,8hr pm,English,Bike,12,4.35,Isha Mehta
962,Medical,Food,Surat,2hr am,Gujarati,Bike,24,3.89,Rahul Sharma
963,Food,Education,Rajkot,3hr am,English,Car,8,4.98,Amit Joshi
964,Water,Water,Navsari,1hr am,Hindi,,28,2.54,Vikram Joshi
965,Medical,Education,Navsari,6hr pm,Gujarati,Bike,22,4.75,Vikram Nair
966,Water,Water,Vadodara,6hr am,Hindi,,25,3.12,Arjun Singh
967,Medical,Water,Rajkot,4hr pm,Gujarati,Bike,43,3.81,Pooja Singh
968,Education,Water,Ahmedabad,2hr am,English,Bike,50,4.64,Karan Reddy
969,Rescue,Education,Ahmedabad,2hr am,English,Bike,23,2.73,Neha Mehta
970,Medical,Water,Vadodara,5hr pm,Gujarati,Bike,12,3.15,Rahul Patel
971,Medical,Water,Rajkot,4hr pm,English,,15,3.22,Karan Patel
972,Food,Food,Vadodara,8hr am,Gujarati,Bike,22,4.85,Isha Verma
973,Rescue,Water,Vadodara,5hr am,Hindi,Car,46,4.96,Anjali Patel
974,Food,Food,Vadodara,2hr am,Gujarati,Car,4,4.18,Arjun Sharma
975,Food,Medical,Navsari,1hr pm,Hindi,Bike,12,4.79,Vikram Gupta
976,Water,Medical,Surat,5hr am,Gujarati,,44,3.85,Priya Kumar
977,Rescue,Medical,Vadodara,3hr pm,Gujarati,Bike,6,3.44,Vikram Joshi
978,Food,Food,Rajkot,1hr am,Hindi,Car,28,4.01,Arjun Nair
979,Medical,Food,Rajkot,4hr am,Hindi,,29,4.03,Priya Reddy
980,Education,Rescue,Ahmedabad,1hr pm,Gujarati,Bike,30,3.84,Rohit Patel
981,Water,Medical,Ahmedabad,4hr am,Gujarati,Car,40,2.98,Neha Kumar
982,Education,Medical,Vadodara,5hr pm,Hindi,,20,2.56,Rahul Nair
983,Rescue,Water,Ahmedabad,3hr pm,Hindi,Bike,8,3.14,Rohit Sharma
984,Rescue,Rescue,Surat,8hr pm,Gujarati,Bike,31,3.94,Rahul Gupta
985,Medical,Rescue,Surat,5hr pm,English,Bike,37,3.11,Isha Sharma
986,Food,Rescue,Surat,2hr am,Hindi,,24,4.89,Priya Sharma
987,Water,Education,Rajkot,5hr am,Hindi,Bike,3,4.63,Rohit Singh
988,Medical,Food,Navsari,8hr am,English,Bike,9,4.06,Pooja Verma
989,Food,Education,Navsari,8hr pm,Hindi,,7,3.72,Isha Nair
990,Rescue,Water,Surat,8hr pm,English,Car,41,4.95,Vikram Verma
991,Food,Education,Rajkot,4hr am,Gujarati,Car,50,4.04,Neha Sharma
992,Medical,Water,Vadodara,6hr pm,English,Car,22,3.04,Karan Kumar
993,Medical,Education,Rajkot,3hr pm,Hindi,Bike,47,4.94,Amit Singh
994,Food,Rescue,Rajkot,2hr am,English,,32,3.38,Karan Sharma
995,Medical,Water,Rajkot,1hr pm,Hindi,,0,2.89,Amit Kumar
996,Medical,Rescue,Ahmedabad,8hr pm,Hindi,,40,4.12,Amit Sharma
997,Food,Education,Rajkot,7hr am,Hindi,,14,4.47,Karan Sharma
998,Education,Food,Navsari,1hr am,Hindi,Bike,6,4.27,Arjun Kumar
999,Medical,Education,Rajkot,2hr pm,Hindi,,36,3.91,Pooja Nair
1000,Rescue,Medical,Vadodara,2hr pm,Gujarati,Bike,35,4.83,Amit Verma
1001,Water,Water,Surat,1hr pm,Hindi,Bike,3,3.58,Arjun Nair
1002,Education,Rescue,Ahmedabad,1hr pm,Gujarati,Bike,30,3.84,Neha Singh
1003,Education,Rescue,Surat,1hr am,Hindi,Bike,17,4.91,Priya Joshi
1004,Education,Medical,Vadodara,2hr pm,English,Car,7,4.39,Priya Gupta
1005,Medical,Water,Vadodara,6hr am,English,Car,6,2.74,Anjali Mehta
1006,Rescue,Rescue,Rajkot,4hr pm,Gujarati,Bike,15,4.43,Vikram Verma
1007,Food,Medical,Navsari,3hr pm,Gujarati,Bike,43,2.58,Anjali Gupta
1008,Food,Water,Rajkot,3hr am,English,,26,3.45,Pooja Reddy
1009,Medical,Food,Vadodara,2hr am,Hindi,Bike,41,4.82,Rohit Gupta
1010,Education,Rescue,Surat,6hr pm,English,Car,19,2.82,Karan Verma
1011,Water,Food,Surat,3hr pm,Hindi,Bike,7,4.14,Pooja Mehta
1012,Food,Food,Rajkot,5hr am,Gujarati,,34,2.71,Neha Verma
1013,Rescue,Food,Rajkot,4hr am,English,,18,3.11,Rahul Patel
1014,Rescue,Water,Surat,2hr am,English,,25,3.92,Karan Patel
1015,Education,Medical,Navsari,4hr pm,English,Car,19,5.0,Karan Singh
1016,Rescue,Water,Vadodara,2hr am,English,Bike,45,4.33,Priya Patel
1017,Medical,Water,Surat,2hr pm,English,Bike,31,4.61,Sneha Nair
1018,Medical,Medical,Ahmedabad,6hr pm,Hindi,Car,44,3.98,Isha Verma
1019,Water,Medical,Surat,2hr am,English,,25,3.22,Neha Sharma
1020,Food,Rescue,Navsari,8hr pm,Hindi,Car,35,2.68,Amit Patel
1021,Education,Education,Ahmedabad,3hr pm,Hindi,Bike,3,2.66,Pooja Nair
1022,Food,Rescue,Surat,4hr am,Hindi,,43,3.18,Arjun Kumar
1023,Water,Rescue,Surat,7hr pm,English,Bike,27,4.91,Priya Nair
1024,Rescue,Medical,Ahmedabad,7hr am,English,Bike,9,3.13,Karan Singh
1025,Water,Education,Navsari,4hr pm,Gujarati,Bike,12,4.77,Rohit Joshi
1026,Rescue,Food,Rajkot,1hr pm,Gujarati,Bike,21,4.59,Isha Reddy
1027,Water,Rescue,Vadodara,2hr am,Hindi,,11,3.12,Sneha Joshi
1028,Water,Education,Rajkot,8hr am,Gujarati,Bike,29,3.56,Vikram Nair
1029,Rescue,Food,Surat,4hr pm,Hindi,Bike,11,4.37,Vikram Kumar
1030,Rescue,Medical,Vadodara,1hr pm,Gujarati,,7,4.9,Pooja Singh
1031,Water,Rescue,Ahmedabad,8hr pm,Hindi,,32,3.15,Sneha Patel
1032,Education,Food,Rajkot,3hr am,Gujarati,,10,3.88,Neha Patel
1033,Rescue,Education,Navsari,8hr pm,Gujarati,,44,4.08,Isha Kumar
1034,Water,Medical,Vadodara,4hr pm,English,Bike,28,3.4,Priya Singh
1035,Food,Food,Vadodara,3hr am,Gujarati,,38,3.66,Arjun Singh
1036,Water,Food,Ahmedabad,5hr am,English,Car,12,4.91,Sneha Joshi
1037,Food,Education,Ahmedabad,3hr pm,English,Bike,26,4.73,Anjali Patel
1038,Medical,Food,Ahmedabad,3hr pm,Hindi,Car,6,4.52,Priya Reddy
1039,Medical,Rescue,Rajkot,6hr am,Gujarati,Car,34,3.42,Amit Sharma
1040,Rescue,Education,Navsari,7hr pm,English,Car,20,3.3,Neha Verma
1041,Water,Medical,Vadodara,4hr am,English,Bike,28,3.4,Isha Gupta
1042,Rescue,Water,Surat,7hr am,Gujarati,Bike,40,4.85,Amit Sharma
1043,Rescue,Education,Surat,3hr pm,Gujarati,,38,3.94,Rohit Reddy
1044,Water,Medical,Vadodara,3hr am,English,Bike,18,4.74,Anjali Nair
1045,Education,Medical,Navsari,3hr pm,Gujarati,,10,4.21,Anjali Reddy
1046,Rescue,Food,Vadodara,3hr pm,English,,40,3.8,Vikram Patel
1047,Food,Food,Vadodara,5hr am,English,Car,28,4.17,Vikram Mehta
1048,Food,Water,Navsari,2hr pm,English,Car,1,4.5,Sneha Patel
1049,Medical,Education,Ahmedabad,8hr am,Hindi,Bike,6,3.1,Amit Verma
1050,Food,Food,Vadodara,3hr am,Gujarati,Bike,13,3.56,Rahul Patel
1051,Education,Water,Rajkot,8hr pm,Hindi,,15,4.01,Vikram Kumar
1052,Medical,Education,Surat,4hr pm,Hindi,Bike,33,4.33,Neha Kumar
1053,Rescue,Medical,Navsari,3hr am,English,,25,3.56,Rohit Sharma
1054,Medical,Water,Rajkot,1hr pm,Hindi,Car,2,2.87,Rahul Verma
1055,Education,Education,Navsari,1hr pm,English,,48,4.63,Neha Gupta
1056,Rescue,Food,Ahmedabad,3hr am,English,,43,3.45,Pooja Mehta
1057,Medical,Food,Rajkot,4hr pm,Hindi,,29,4.03,Anjali Mehta
1058,Food,Education,Surat,4hr am,Hindi,Car,41,4.66,Priya Kumar
1059,Medical,Rescue,Vadodara,1hr pm,Gujarati,Car,46,3.9,Sneha Joshi
